filename,width,height,class,xmin,ymin,xmax,ymax
dog_138.jpg,854,480,dog,361,236,475,303
cow_641.jpg,1280,720,cow,401,12,1271,707
dog_696.jpg,854,480,dog,126,165,167,192
cow_1256.jpg,854,480,cow,322,93,445,397
dog_285.jpg,854,480,dog,385,164,617,383
cow_808.jpg,854,480,cow,491,257,851,477
dog_1238.jpg,720,1280,dog,620,288,709,371
cow_19.jpg,640,360,cow,327,87,427,181
cow_102.jpg,854,480,cow,314,205,462,330
dog_366.jpg,854,480,dog,396,111,462,171
dog_394.jpg,854,480,dog,373,146,466,200
dog_901.jpg,854,480,dog,331,192,495,351
cow_1175.jpg,854,480,cow,415,66,851,385
cow_1067.jpg,854,480,cow,179,184,366,475
cow_1197.jpg,854,480,cow,6,106,371,382
dog_74.jpg,854,480,dog,336,233,443,331
cow_35.jpg,854,480,cow,301,154,642,398
dog_1171.jpg,720,1280,dog,372,242,486,338
dog_1330.jpg,720,1280,dog,187,469,483,694
cow_1006.jpg,854,480,cow,2,97,606,463
dog_676.jpg,854,480,dog,375,135,409,172
cow_496.jpg,854,480,cow,242,158,562,355
dog_59.jpg,854,480,dog,325,145,399,217
dog_1104.jpg,854,480,dog,405,152,533,298
cow_473.jpg,854,480,cow,216,123,413,335
dog_1289.jpg,720,1280,dog,212,218,247,284
dog_658.jpg,854,480,dog,442,119,607,357
dog_828.jpg,854,480,dog,379,173,413,214
cow_944.jpg,854,480,cow,2,77,218,478
cow_1137.jpg,854,480,cow,624,116,796,416
cow_124.jpg,854,480,cow,331,176,481,480
dog_659.jpg,854,480,dog,439,124,599,362
dog_1312.jpg,720,1280,dog,169,388,413,625
dog_1284.jpg,720,1280,dog,453,111,554,197
cow_455.jpg,854,480,cow,506,179,627,308
cow_1167.jpg,854,480,cow,174,15,849,480
dog_1024.jpg,854,480,dog,479,321,694,480
cow_703.jpg,854,480,cow,276,131,488,463
dog_227.jpg,854,480,dog,394,151,466,205
cow_847.jpg,854,480,cow,232,1,562,210
dog_1160.jpg,720,1280,dog,142,205,199,258
dog_1195.jpg,720,1280,dog,252,333,464,455
cow_125.jpg,854,480,cow,314,197,475,480
cow_343.jpg,854,480,cow,1,193,258,480
cow_178.jpg,854,480,cow,185,173,361,472
dog_724.jpg,854,480,dog,239,185,342,266
dog_890.jpg,854,480,dog,358,167,468,273
dog_1133.jpg,720,1280,dog,165,210,532,531
cow_853.jpg,854,480,cow,160,2,382,244
dog_1018.jpg,854,480,dog,402,185,582,324
cow_220.jpg,854,480,cow,3,90,648,476
cow_791.jpg,854,480,cow,552,130,608,291
dog_1053.jpg,854,480,dog,447,211,505,274
dog_1243.jpg,1280,720,dog,571,359,754,492
dog_626.jpg,854,480,dog,441,81,507,196
cow_818.jpg,854,480,cow,4,236,490,480
dog_1072.jpg,854,480,dog,419,147,498,230
cow_674.jpg,640,360,cow,310,157,442,304
cow_878.jpg,854,480,cow,548,239,772,480
cow_145.jpg,854,480,cow,337,184,566,480
dog_175.jpg,854,480,dog,378,204,613,432
cow_24.jpg,854,480,cow,382,152,497,277
dog_844.jpg,854,480,dog,356,108,388,162
dog_557.jpg,854,480,dog,355,113,408,142
cow_1201.jpg,854,480,cow,287,125,815,479
